"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"284"," Dec 19, 2014","""Company in Flux""","2.0","Former Employee - Advertising/Marketing in New York, NY","Recognizable name (Wall Street Journal) hat carries weight on a resume and when networking. Work isn't that difficult since so many balls are in the air and it appears people aren't held accountable.","As of 2014, the senior and middle management was constantly in a state of flux which left most in a state of constant flux while everyone tried to tried to find footing in the midst of strategic changes. General harbinger of gloom and confusion while led to colleagues secretly performing job searches. Overall, the quality of work life isn't very good.",2,284,2014,"Advertising/Marketing","New York, NY","Former"
"285"," Jan 12, 2015","""Work life balance, good environment, less room for growth""","4.0","Current Employee - Anonymous Employee in Singapore (Singapore)","Multicultural and friendly colleaguesGood benefitsFree coffee, fruits, snacks etcFlexible working hours & hotdesking option","Monotonous work content can be boring at timesLess room of advancement, less skills involved/ learnt at workToo many people, doing less important tasksLow increment, no performance bonus",1,285,2015,"Anonymous Employee","Singapore (Singapore)","Current"
"286"," Jan 14, 2015","""A good move, but lacks progression and true depth""","2.0","Current Employee - Anonymous Employee","Excellent pension, work-life balance, regular paid overtime, prestigious offices.The job gave me both the exposure and experience that will be beneficial to future roles.The name itself is great to have on your CV.","Constant reporting line changes, continual 'improvements' to processes and procedures, high staff turn over.Incompetent management, little-to-no training.Salary was not great.Promotions (if you can call them that) are given to sycophantic yes-men as opposed to employees that show genuine flair and enthusiasm.Apart from the pension, poor benefits in comparison to companies like Bloomberg.",2,286,2015,"Anonymous Employee","Not Given","Current"
"287"," Jan 16, 2015","""Horrible Experience""","1.0","Former Employee - Customer Service Executive in New York, NY","Free snacks and free fruits (that is literally it)","no directionno opportunities for growth",3,287,2015,"Customer Service Executive","New York, NY","Former"
"288"," Jan 19, 2015","""Current employee""","3.0","Current Employee - Anonymous Employee","Good open culture across departments, and region.","Top management needs to simplify objectives and goals. Have it more realistic, instead of telling us 3 million and goal #3.",2,288,2015,"Anonymous Employee","Not Given","Current"
"289"," Feb 3, 2015","""Manager""","3.0","Former Employee - Anonymous Employee","Good Brand name on resume, reputation is good.","news corp association can be good as well as bad sometimes. Newspaper side of business is challenged.",1,289,2015,"Anonymous Employee","Not Given","Former"
"290"," Feb 10, 2015","""not terrible, but so much room for improvement""","2.0","Current Employee - Anonymous Employee","benefits are good, things are starting to stabilize after a lot of change, smart people are starting to come on board","promotions are few and far between, company culture is not fun nor youthful, and feels like no one cares about anyone else or anything else except their 9-5",1,290,2015,"Anonymous Employee","Not Given","Current"
"291"," Feb 21, 2015","""Typical office with Fun Enviornment""","4.0","Current Employee - Anonymous Employee","Good BenefitsCo-workers are young and friendlyCompany values employee bonding","Low PayOpen Environment, no walls.",1,291,2015,"Anonymous Employee","Not Given","Current"
"292"," Feb 22, 2015","""pros & cons of Dow Jones""","2.0","Former Employee - Anonymous Employee","a decent bunch of colleagues.","pay sucks. management doesn't value employees until they threaten to quit. layoffs are treated very badly.",3,292,2015,"Anonymous Employee","Not Given","Former"
"293"," Feb 28, 2015","""Take the good with the bad.""","3.0","Former Employee - Product Manager","Great benefits, great work-life balance.","Too many middle managers. Too many hidden agendas.",1,293,2015,"Product Manager","Not Given","Former"
"294"," Mar 7, 2015","""Two Terms""","4.0","Current Employee - Marketing Manager in New York, NY","Great people and exciting work.","Indecisive management. The corporate strategy keeps changing, which creates inertia.",2,294,2015,"Marketing Manager","New York, NY","Current"
"295"," Mar 8, 2015","""Great individuals, confused goals""","4.0","Current Employee - User Experience/Design in New York, NY","Great people- smart and solid","Too many unpredictable shifts in goals, strategy and tactics",3,295,2015,"User Experience/Design","New York, NY","Current"
"296"," Mar 12, 2015","""Great company""","5.0","Current Employee - Anonymous Employee","Dow Jones is a great company to work for, with a drive for innovation. Things move pretty quickly, but you are given the space to try new things as well.","Have not come across any cons.",2,296,2015,"Anonymous Employee","Not Given","Current"
"297"," Mar 27, 2015","""Great Place to Work!""","5.0","Current Employee - Anonymous Employee in Princeton, NJ","Good BenefitsReasonable salaryFlexible Schedule- ability to work from homeGood work-life balanceNice Facility including gymInteresting place to workWell respected CompanyCEO is young, energetic, focused and affable.He visits facilities throughout the world to keep employees informed. His personality filters down through the company management. Department Directors seem appreciative of a job well done.Company embraces diversity.Employees seem engaged and interested in doing a good job.","Open floor plan. No more offices or cubicles. Some people seem to like it, but most find it distracting and the lack of privacy uncomfortable. Everyone seems to have accepted it as 'this is just the way it is and not worth making an issue out of it.""",1,297,2015,"Anonymous Employee","Princeton, NJ","Current"
"298"," Apr 1, 2015","""This company is fun to work for if you're not a customer service underling. The dept is like high school.""","2.0","Former Employee - Customer Service Executive in New York, NY","Snack bar, free coffee, decent benefits and salary.","The customer service dept was run by young people who know nothing. Favoritism at every corner.",4,298,2015,"Customer Service Executive","New York, NY","Former"
"299"," Apr 1, 2015","""So-So""","2.0","Former Employee - Reporter in New York, NY","Job expectations are clearly communicated","Few opportunities to move up",3,299,2015,"Reporter","New York, NY","Former"
"300"," Apr 2, 2015","""Poor information infrastructure makes doing your job difficult""","3.0","Current Employee - Anonymous Employee in New York, NY","Good to be affiliated with The Wall Street Journal.","Lots of changing of the guards means instability across the organization.Leadership seems out of touch with the daily concerns of the business.Poor operations -- archaic IT process, lots of bureaucracy, impossible HR support -- add unnecessary grief to daily life.",4,300,2015,"Anonymous Employee","New York, NY","Current"
"301"," Apr 10, 2015","""Release Manager""","3.0","Current Employee - Anonymous Employee","Very good work culture and environment.","Instability and insecurity of jobs in some divisions",0,301,2015,"Anonymous Employee","Not Given","Current"
"302"," Apr 12, 2015","""manager""","3.0","Current Employee - Anonymous Employee","The benefits are pretty good.","Unstable work environment with a constant change of leadership/direction every couple of years.",5,302,2015,"Anonymous Employee","Not Given","Current"
"303"," Apr 17, 2015","""Horrible experience""","1.0","Former Employee - Manager","International atmosphere, has great potential. Is a good name on your CV because of the company's reputation. Good location. It has been probably a good experience on what I don't want in my life.","Low salaries, too many changes. It feels like the company is trying to get things right leaving the wrong people in charge. You can easily find people that has been 20 years doing things the same way with no good listening skills and quite bossy. Changing the structure and adding more managers with executives traveling all over the world doesn't seem like a good strategy to reducing costs.",5,303,2015,"Manager","Not Given","Former"
"304"," Apr 17, 2015","""Training Specialist""","2.0","Former Employee - Anonymous Employee","Many good, competent people working there.","Executive management continues to make staffing decisions that make no sense and will ultimately be harmful to the company.Executive management too London centric for an original US company.",6,304,2015,"Anonymous Employee","Not Given","Former"
"305"," Apr 26, 2015","""Director of digital marketing""","4.0","Current Employee - Director of Product Management in New York, NY","Great talents and great journalism","Lack of career advance opportunity",0,305,2015,"Director of Product Management","New York, NY","Current"
"306"," Apr 28, 2015","""Director""","3.0","Current Employee - Executive Director in Princeton, NJ","Culture of innovation. Develop new products.","Lots of reorganizations. Shifting senior leadership team",0,306,2015,"Executive Director","Princeton, NJ","Current"
"307"," May 1, 2015","""Good Place to Work""","3.0","Current Employee - Data Strategy in Princeton, NJ","My department (Data Strategy) knows work and life balance. I love the SparkPlug events and will miss trivia games and cooking contests.My managers have the ideal management style for me - hands off non-interventionism with the expectation that things will get done. Realist idealism. If things have to change for better or for worse in this department, please keep the way that management is structured right now. Dress code was also pretty relaxed.Benefits are overall decent: generous 401(k) plan, lots of vacation time off (even for new hires!), on-site gym with great equipment.This company has brand name and publishes the Wall Street Journal. Enough said.","All the talk about vigorous cost management is off-putting. It would be great if upper management had more communication with those lower in the chain, maybe in the form of more site visits.",0,307,2015,"Data Strategy","Princeton, NJ","Current"
"308"," May 6, 2015","""Software engineer""","4.0","Current Employee - Senior Software Engineer in South Brunswick Terrace, NJ","Good benefit and many vacation days","low skill development job",0,308,2015,"Senior Software Engineer","South Brunswick Terrace, NJ","Current"
"309"," May 6, 2015","""It could always be worse""","2.0","Current Employee - Customer Service Executive in New York, NY","Good hours, good people. My manager, personally was very helpful and easy to reach. The same cannot be said about all departments.- Free Snacks and fancy espresso machine- Decent benefits- Good hours (very role dependent)- Architecturally nice office","- Room for growth limited- Nepotism, everywhere.- Business cycles much shorter than elsewhere, in the two years that I've been here there have been 3 restructures- Senior management completely disconnected from workers- Lack of accountability and responsibility even though this is all that is spoken about with regards to ""company culture""- Low pay compared to competitors- Owns the WSJ, the biggest problem in the business is lack of consistent delivery due to outsourcing to the lowest paying bidder. Issue is dismissed.",5,309,2015,"Customer Service Executive","New York, NY","Current"
"310"," May 6, 2015","""A sinking ship""","2.0","Current Employee - Systems Support Operator in Chicopee, MA","Good pay and benefits by part time standards","Constant lay offs, working nights, no room for promotion, same boring task with the same people every day. The printing industry is slowly dying.",4,310,2015,"Systems Support Operator","Chicopee, MA","Current"
"311"," May 9, 2015","""Product Manager""","2.0","Former Employee - Product Manager in London, England (UK)","Interesting products and mostly nice, hard -working people despite appalling management (during previous CEO's tenure).","Lack of direction, huge problems due to previous CEO.",1,311,2015,"Product Manager","London, England (UK)","Former"
"312"," May 9, 2015","""Stay away from Dow Jones""","1.0","Current Employee - Senior Director Service Management in Princeton, NJ","The brand name of Dow Jones - which in reality is a misnomer because the Dow Jones Industrial Average is owned by S&P.","The environment in general is toxic and extremely chaotic.Employees are demoralized and are helplessIt is a perfect case study of M&A gone wild and wrong ; on top of that the business is losing money",8,312,2015,"Senior Director Service Management","Princeton, NJ","Current"
"313"," May 11, 2015","""Senior Manager in Newswires area""","4.0","Former Employee - Senior Manager in Princeton, NJ","Great place to work. Nice environment.","Change is constant. Layoffs were annual when I was there.",2,313,2015,"Senior Manager","Princeton, NJ","Former"
"314"," May 13, 2015","""Company in transition""","3.0","Current Employee - Anonymous Employee","New management is unwinding the bloomberg model","New management has old products to work and will take some time to turn it around",0,314,2015,"Anonymous Employee","Not Given","Current"
"315"," May 19, 2015","""Sales Associate""","4.0","Current Employee - Anonymous Employee in New York, NY","-Great place to be and learn from senior leadership.-Great exposure to many products.","-No real cons at this time.-Possibly more involvement with senior sales leaders and senior sales teams.",0,315,2015,"Anonymous Employee","New York, NY","Current"
"316"," May 27, 2015","""Application developer""","4.0","Former Employee - Anonymous Employee","Your coworkers are good. Smart people. Some of projects let you work with newer technology (but most do not)","Layoffs happen often. Most projects are built on top of legacy systems, which is often limits what you can do.",3,316,2015,"Anonymous Employee","Not Given","Former"
"317"," May 29, 2015","""Intern""","4.0","Former Employee - Anonymous Employee","Opportunity for hands on workGood work/life balanceGenerous SalaryFree Coffee","Miscommunication between management of paper.",1,317,2015,"Anonymous Employee","Not Given","Former"
"318"," Jun 5, 2015","""Sales""","2.0","Former Employee - Anonymous Employee","Good benefits. Management treats you fairly enough. There is a union for non management.","Unstable - There always seems to be a restructure every year.",1,318,2015,"Anonymous Employee","Not Given","Former"
"319"," Jun 10, 2015","""Associate Editor""","5.0","Current Employee - Editorial Assistant in New York, NY","Great people to work with","Can't think of any to write",0,319,2015,"Editorial Assistant","New York, NY","Current"
"320"," Jun 15, 2015","""Account Executive""","4.0","Current Employee - Account Executive in Yardley, PA","Good work life balance. Risk and Compliance and Factiva products are great, but newswires business is declining.","Commission plan changes every year and in middle of the year. Constant management changes.",3,320,2015,"Account Executive","Yardley, PA","Current"
"321"," Jun 19, 2015","""National Circulation Sales Representative""","4.0","Current Employee - National Circulation Sales Representative in New York, NY","Great working environment, excellent learning experience","Uneasy schedule, major market coverage",0,321,2015,"National Circulation Sales Representative","New York, NY","Current"
"322"," Jun 25, 2015","""Senior Financial Analyst""","2.0","Current Employee - Senior Financial Analyst in Princeton, NJ","Benefits are probably the only pros for working at DowJones","Salary increases are around 2%/year for intermediate level jobs.No bonus associated with this level job",1,322,2015,"Senior Financial Analyst","Princeton, NJ","Current"
"323"," Jun 26, 2015","""Flexible hours""","4.0","Current Employee - Desk Editor in Barcelona (Spain)","-great atmosphere-no stress-good work/life balance-flexible hours-great office","-very little training-never ending reorganization-no opportunities for growth-visitors to the office who ask for presentation but don't care at all",3,323,2015,"Desk Editor","Barcelona (Spain)","Current"
"324"," Jun 28, 2015","""intern""","4.0","Former Employee - Anonymous Employee","Good experience. I enjoyed working there","I have no cons for dow Jones",0,324,2015,"Anonymous Employee","Not Given","Former"
"325"," Jun 29, 2015","""Company is trying to right size.""","2.0","Current Employee - Anonymous Employee in New York, NY","Outstanding benefits and work/life balance. Company is trying to improve in a number of ways to get out of the troubles from the last 24 months.","Constant change, difficult to advance career, reorgs, layoffs.",2,325,2015,"Anonymous Employee","New York, NY","Current"
"326"," Jul 2, 2015","""Worked as tempoary replacement""","5.0","Former Employee - Anonymous Employee","There was a collaborative work effort.","There were no problems here.",0,326,2015,"Anonymous Employee","Not Given","Former"
"327"," Jul 2, 2015","""Account Manager""","3.0","Former Employee - Anonymous Employee","Relaxed environment, nice offices, company still has some prestige.","Constant strategy/organizational changes by detached senior management who won't bother to consult with the people who actually know what the customers want. Company now in dire financial situation due to all the business they lost. Company is responding to this with even more changes, which will undoubtedly result in another fiasco. Won't learn from the past mistakes.Too much admin, too much time lost with pointless assignments and unnecessary meetings.Talented people leave the company, salaries are consistently lower than elsewhere.New wave of redundancies has stripped the company from experienced people who have been rapidly snapped up by competitors.Career progression unlikely, unless you're a good sycophant and are prepared to wait for a very long time.Employees affected in their earnings by the company's bad results.",3,327,2015,"Anonymous Employee","Not Given","Former"
"328"," Jul 2, 2015","""Great Place to Work""","5.0","Current Employee - Anonymous Employee in Princeton, NJ","Great benefits, professional development, friendly coworkers, leadership present, company sees the need for more of digital media presence and works toward it, good locations and offices.","Things constantly changing, software, departments, hr system, catering company, upper management all things that have changed since I started within a year.",0,328,2015,"Anonymous Employee","Princeton, NJ","Current"
"329"," Jul 7, 2015","""Director""","3.0","Current Employee - Director in Monson, MA","Great products and services,Great benefits","New regime arrogant, think they have all the answers with no experience in digital or large geographical publishing. CEO nice guy, smart, but pretty clueless on how to run a major corporation. HR dept wants to run the company - laughable",5,329,2015,"Director","Monson, MA","Current"
"330"," Jul 15, 2015","""Circulation Sales manager""","4.0","Former Employee - Circulation Marketing Manager in West Palm Beach, FL","Great company was nice to work for","Nothing bad to say at this time",0,330,2015,"Circulation Marketing Manager","West Palm Beach, FL","Former"
"331"," Jul 16, 2015","""Great place to work, with amazing people!""","4.0","Current Employee - Project Manager in Princeton, NJ","Constant ChangeGreat BenefitsOpen EnvironmentVisibility to LeadershipFantastic Training OpportunitiesDesire to grow youAbility to transfer between office locations","Very demandingWill be expected to be available outside of normal office hoursThings don't move as quickly as I may like",0,331,2015,"Project Manager","Princeton, NJ","Current"
"332"," Jul 20, 2015","""Marketing Cooridinator""","1.0","Former Employee - Anonymous Employee in Princeton, NJ","Opportunity for advancement and the people you work with are nice.","Environment can be very boring, need to create incentives",0,332,2015,"Anonymous Employee","Princeton, NJ","Former"
"333"," Jul 25, 2015","""Analyst""","4.0","Current Employee - Research Analyst in Monmouth Junction, NJ","Great People, Good Benefits, low working hours.","No direction in company. Poor career paths.",1,333,2015,"Research Analyst","Monmouth Junction, NJ","Current"
"334"," Jul 28, 2015","""Great career launch but no growth opportunities""","3.0","Current Employee - Research Associate in San Francisco, CA","Dow Jones provides good training for employees and uses a variety of outside products, so you gain experience quickly using different CRM and SaaS platforms.","Very weak middle management, there have been three CEO's since I was hired less then 3 years ago. No opportunities for growth.",1,334,2015,"Research Associate","San Francisco, CA","Current"
"335"," Aug 1, 2015","""Intern Experience""","4.0","Former Employee - Anonymous Employee","-amazing people-welcoming office culture and open floor plan-great location-opportunities to do challenging work and to actually be a part of the company, there are no coffee runs-free coffee and tea at all times-opportunities for upward mobility","-a lot of changes going on from a management side- even though the internship is obviously temporary it seems like many of the people you interact with have left the business with a week of speaking to them.-The intern program is not incredibly structured (there are not as many trainings and learning opportunities or opportunities to meet other interns)",1,335,2015,"Anonymous Employee","Not Given","Former"
"336"," Aug 4, 2015","""Need Better Management""","3.0","Current Employee - Anonymous Employee","Benefits are good, fitness facilities onsite. Very competitive salary. Overall the atmosphere is good, I personally just wish the structure was more in place to help their employees succeed and grow.","Management. There seems to be a disconnect between upper managements expectation with how the business should be run and the resources available to facilitate their expectation. The support structure within management is severely lacking. There are many managers but none seem to know how to really take the lead, and show direction for their subordinates.",1,336,2015,"Anonymous Employee","Not Given","Current"
"337"," Aug 4, 2015","""Digital Specialist""","2.0","Former Employee - Anonymous Employee","Good title, and you learn a lot","Poor management, favoritism, not enough compensation",3,337,2015,"Anonymous Employee","Not Given","Former"
"338"," Aug 5, 2015","""PIB Sales""","2.0","Former Employee - Sales in New York, NY","Pretty laid-back culture, good people, brand name which is good when calling on accounts, fair pay.","Management changes their mind on everything they do, product organization cannot get the product right and sales people consistently lose deals because of this, every year or two they lay off half of the sales organization regardless of how good the sales person is. Dow Jones/PIB sales is an extremely challenged business with 3 CEO's in the last 3 or 4 years which is indicative of the business environment. Management thinks for themselves only.",3,338,2015,"Sales","New York, NY","Former"
"339"," Aug 11, 2015","""Highly intelligent work group""","4.0","Former Employee - Sales Manager in New York, NY","Strategy meetings were productive and forward-moving with the group of creative and highly intelligent colleagues. Exciting times watching business plans evolve with team work.","Too much upper level turnover. Multiple reorganizations creating changes in strategy.",0,339,2015,"Sales Manager","New York, NY","Former"
"340"," Aug 14, 2015","""Change HR and support staff""","2.0","Former Employee - Anonymous Employee","Relaxed working environment; annual leave days on par with the market; office location is good","Stale and unprofessional HR in the APAC region, promotion not based on merit, bad hiring decisions, no direction on product development, selfish managers...",0,340,2015,"Anonymous Employee","Not Given","Former"
"341"," Aug 15, 2015","""Typical mega-corp""","3.0","Former Employee - Anonymous Employee","Great benefits. Nice Gym. Decent Cafeteria. Generally good people to work with.","Many people have been there for 20 + years and just stick around for their pensions - makes it hard for newer, younger people to really contribute in a meaningful way or to advance",1,341,2015,"Anonymous Employee","Not Given","Former"
"342"," Aug 17, 2015","""Great Internship Experience""","4.0","Former Employee - Customer Service Intern in New York, NY","The managers were excellent and gave us a diverse set of assignments where the interns could collaborate with many different departments. People in the NY office have a lot of integrity and take the work very seriously, but they are also interesting people who are fun to spend time with.","Media is becoming easier to produce and distribute. This is bound to affect the future of Dow Jones.",0,342,2015,"Customer Service Intern","New York, NY","Former"
"343"," Aug 24, 2015","""Review""","4.0","Former Employee - Anonymous Employee","Exciting place to work, great colleagues","Frequent and long work hours",0,343,2015,"Anonymous Employee","Not Given","Former"
"344"," Aug 26, 2015","""Manager""","4.0","Current Employee - Manager in Princeton, NJ","Great people, work environment and benefits. Managers allow for individual expansion of talents and seek advice and are supportive of recommendations. Very relax atmosphere and working conditions. Excellent senior management.","Poor starting salary for extensive experience. I would like to see a little more structure in the organizational charting. Seems as if requirements far exceed the original job descriptions which is fine as it allows for professional expression.",1,344,2015,"Manager","Princeton, NJ","Current"
"345"," Aug 28, 2015","""Customer Service Executive""","3.0","Former Employee - Customer Service Executive in New York, NY","The people are great, the environment is fast and exciting, there are opportunities to grow. And the gym!","The salary for an entry-level job, the corporate hierarchy and the fact that the building is shared with FOX News.",0,345,2015,"Customer Service Executive","New York, NY","Former"
"346"," Sep 1, 2015","""Operations Management""","4.0","Former Employee - Anonymous Employee in Yardley, PA","Great colleagues. Always interesting. Good place to learn and grow.","Ongoing changes in management team.",0,346,2015,"Anonymous Employee","Yardley, PA","Former"
"347"," Sep 8, 2015","""Respected, but everchanging""","5.0","Former Employee - Anonymous Employee in Hong Kong (Hong Kong)","Good pay, collaboration is great. Respected people work here.","you should expect night calls and ever changing policies. Management has no clear vision for this Company",0,347,2015,"Anonymous Employee","Hong Kong (Hong Kong)","Former"
"348"," Sep 9, 2015","""Average""","2.0","Former Employee - Anonymous Employee","Interesting products and cool office.","People believe they are cleverer than they are. Too much structure and micro managing. No vision. No salary increase after promotion, you are pretty much stuck with what you get when you start. Advice would be negotiate your salary as they will pretty much accept what you want, as long as reasonable",2,348,2015,"Anonymous Employee","Not Given","Former"
"349"," Sep 15, 2015","""Great people in the NY office and overall good experience""","4.0","Current Employee - Anonymous Employee","The people are incredibly funny and personable. I truly enjoyed working here but will say that the level of rigor cannot compare to most financial institutions that I will be recruiting for. It's definitely a fun place to work though.","There aren't many career options or mobility since many people tend to stay at the firm in their jobs for a long time and it isn't exactly a growing industry.",0,349,2015,"Anonymous Employee","Not Given","Current"
"350"," Sep 20, 2015","""Executive Director""","3.0","Former Employee - Anonymous Employee","Excellent benefitsEncouraging of professional development","Difficult to move within companyComplex systems and antiquated technology made it difficult to innovate successfully",0,350,2015,"Anonymous Employee","Not Given","Former"
"351"," Sep 21, 2015","""A decent job""","3.0","Former Employee - Content Analyst","Free access to FACTIVA and Wall Street Journals if you prefer reading current affairs and search news around the globe. Free flow of coffee, fruits and snacks. Pretty relaxed life","Salary is not based on merit. Some colleagues could be goofing around without working while you work to death. But it will be alright if you are not bothered. You have to stand up for yourself to apply for vacancies in order to get promotion. Nobody sees your performance except your manager, so pray that your manager is a good one",0,351,2015,"Content Analyst","Not Given","Former"
"352"," Sep 21, 2015","""This is a great company to work for with great people.""","5.0","Current Employee - Market Research Analyst in New York, NY","Lots of potential for growth. The pay is great, the atmosphere is fun and the work is cutting edge.","None whatsoever. The managers are very friendly and inspiring. They are wonderful to talk to and have a great sense of commaraderie",0,352,2015,"Market Research Analyst","New York, NY","Current"
"353"," Sep 22, 2015","""Great Technology and Team Work""","5.0","Former Employee - Applications Developer in Saint Petersburg, FL","Not only a good technology stack but a dedicated team that works together to produce wonderful print, web and on air financial content.","None worth mentioning here online.",0,353,2015,"Applications Developer","Saint Petersburg, FL","Former"
"354"," Sep 22, 2015","""Company""","5.0","Current Employee - Anonymous Employee","Truly an amazing place to work. The people, the culture and the products are what all make the company so successful.","Long hours, work life balance can be difficult",0,354,2015,"Anonymous Employee","Not Given","Current"
"355"," Sep 23, 2015","""Frequent changes in management""","2.0","Former Employee - Anonymous Employee","Great brands. Many dedicated employees.","Frequent change in management and priorities.",0,355,2015,"Anonymous Employee","Not Given","Former"
"356"," Sep 23, 2015","""Good People, Boring Work""","3.0","Former Employee - Intern in San Francisco, CA","The people at Dow Jones were very friendly and nice people. I liked the work environment and how everyone genuinely seemed to like each other.","The work was rather boring and mostly involved data entry. Additionally the pay was low.",2,356,2015,"Intern","San Francisco, CA","Former"
"357"," Sep 27, 2015","""Great""","5.0","Current Employee - Information Technology Technician (IT Technician) in Flemington, NJ","Nice atmosphere, enjoy it alot","none that i really know of",0,357,2015,"Information Technology Technician (IT Technician)","Flemington, NJ","Current"
"358"," Oct 10, 2015","""Good""","5.0","Former Employee - Anonymous Employee","Good FoodHard Working StaffLearn a lot from others","Terrible benefitsTheres not much foodLots of complaining",0,358,2015,"Anonymous Employee","Not Given","Former"
"359"," Oct 12, 2015","""Dow Jones""","3.0","Current Employee - Director in Monmouth Junction, NJ","Good people, qualified and professional.","Too many ill fated restructurations, with new managements teams who do not know the company well enough to be able to bring the company to growth. Also, the company is not reactive enough, and not at the edge of technology as it should.",2,359,2015,"Director","Monmouth Junction, NJ","Current"
"360"," Oct 13, 2015","""Customer Service""","4.0","Former Employee - Anonymous Employee","Great people, diverse products so lots of interesting things to learn. Great building and facilities in Midtown Manhattan.","The industry is probably in decline. Direction of management is often changing. Can be an overly comfortable place to work",0,360,2015,"Anonymous Employee","Not Given","Former"
"361"," Oct 13, 2015","""Solid company tat lost its way""","3.0","Former Employee - Anonymous Employee in South Brunswick Terrace, NJ","Dow Jones on the whole was a nice company to work for, but it changed a lot after it was bought by News Corp.","Culture was very department specific. I found it difficult to get to know may people outside of my specific division.",2,361,2015,"Anonymous Employee","South Brunswick Terrace, NJ","Former"
"362"," Oct 22, 2015","""Constant Change""","3.0","Former Employee - Marketing Manager in New York, NY","Great people, great conditions and good brand name to work for.","Constant change in management and direction. The business model is struggling in a digital age.",2,362,2015,"Marketing Manager","New York, NY","Former"
"363"," Oct 26, 2015","""Intern""","3.0","Former Employee - Intern in New York, NY","Nice peopleWrite great stories","Not much really. I worked on a great team.",0,363,2015,"Intern","New York, NY","Former"
"364"," Nov 6, 2015","""Best in the business, but low growth""","3.0","Former Employee - Senior Analyst, Strategy, Corporate Development & Ventures in New York, NY","WSJ is one of the very best media organizations in the business. You get to work with amazing people.","Very low growth industry-- even though you'll be working with great people, there's not a lot of opportunity for the company, or for you.",1,364,2015,"Senior Analyst, Strategy, Corporate Development & Ventures","New York, NY","Former"
"365"," Nov 10, 2015","""Decent company but very challenging times""","3.0","Former Employee - Marketing Communications Manager","Fun, mostly good people. Incredible journalism and journalists, a privilege to work with them","Difficult industry headwinds at the moment and lots of shifting strategy in the last few years with significant changes in management and management style.",0,365,2015,"Marketing Communications Manager","Not Given","Former"
"366"," Nov 19, 2015","""Good career starter - not somewhere to retire""","3.0","Former Employee - Anonymous Employee in Somerville, NJ","Great facilities, great cafeteria. Good learning experience. I loved my group, and the position was a great kicking off point in my career.","Poor hierarchical system, low job security, no room for career growth. I felt that after a short time, I had outgrown my position and there was a ceiling that I was unable to break through, so I moved on to a new company.",5,366,2015,"Anonymous Employee","Somerville, NJ","Former"
"367"," Nov 20, 2015","""intern""","4.0","Former Employee - Anonymous Employee","nice people, good facilities, smart business","low pay for interns, unstructured intern program",2,367,2015,"Anonymous Employee","Not Given","Former"
"368"," Nov 20, 2015","""Typical Research Work""","3.0","Former Employee - Anonymous Employee","Fun people, convenient office location in the city","Turnover, no budget, terrible office interior",2,368,2015,"Anonymous Employee","Not Given","Former"
"369"," Nov 21, 2015","""Work Environment""","4.0","Current Employee - Anonymous Employee","Very Flexible place to work","Not clearly defined career pass",1,369,2015,"Anonymous Employee","Not Given","Current"
"370"," Nov 24, 2015","""Customer Service Officer""","5.0","Former Employee - Customer Service Officer in Hong Kong (Hong Kong)","The workplace was really, and all the workmates were very friendly. Good working atmosphere.","I couldn't really recall the downside of working in Dow Jones, as I really liked it.",0,370,2015,"Customer Service Officer","Hong Kong (Hong Kong)","Former"
"371"," Nov 29, 2015","""Surviving An Organization Always in Flux""","2.0","Former Employee - Anonymous Employee in New York, NY","Intelligent people here and there. Free coffee. Chance to work with a big media outlet on what sounds like it can be big accounts.","Lost management who think they get what the 21st century workflow is, however, miss. Managers of all levels rather cover their own asterisks then make a real decision that will help bottom line and productivity and be what a client wants. Workers who egos get in the way of getting work done.",4,371,2015,"Anonymous Employee","New York, NY","Former"
"372"," Dec 7, 2015","""Rigid place""","1.0","Former Employee - Database Editor in Spotswood, NJ","Competitive salaries, comfortable work stations","Rigid inflexible workplace, uncommunicative managers.",3,372,2015,"Database Editor","Spotswood, NJ","Former"
"373"," Dec 7, 2015","""Positive""","2.0","Current Employee - Anonymous Employee","Good company and good people","Little incentives to push harder",0,373,2015,"Anonymous Employee","Not Given","Current"
"374"," Dec 10, 2015","""Sales positions: horrifically under compensated!""","2.0","Former Employee - Sales Representative in Southfield, MI","- Benefits! White collar workers do benefit from the IAPE negotiated benefits if you're in a state that requires union participation","- I've never worked in a sales capacity where your incentive pay for selling represents such a low percentage of overall compensation. Provide motivation to actually sell and make it a win/win situation.- How can you not once, not twice, but three times in a row put in a non-sales person to run the sales division? The ""finance person"" didn't have a clue how to sell snow to an eskimo and the ""marketing person"" has never spent a day in the field and thinks glossy collateral materials (that the field didn't like) should close the sale. Clueless managers = failure!",8,374,2015,"Sales Representative","Southfield, MI","Former"
"375"," Dec 14, 2015","""Great colleagues, so-so pay and bad HR""","2.0","Current Employee - Account Executive","-Work-life balance-Great colleagues-Large, prestigious clients-Positive work environment-Good vacation and benefits","-Some members of the HR team are extremely disrespectful and employ intimidation strategies to try to silence fair and logical questions about compensation-Salaries are inconsistent between employees and are overall below industry average-The only proven strategy to secure a salary increase is the threat of losing you to a competitor-Lack of marketing participation in promoting this side of the business - all the budget goes to the WSJ",7,375,2015,"Account Executive","Not Given","Current"
